1101 Eucaliptos Norte - SoilR40 A 10 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 20 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 30 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 40 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 50 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 60 cm #1101[%],
2020-06-25 22:04:20.0,14.91,2020-06-25 21:34:20.0,8.84,2020-06-25 21:34:20.0,9.95,2020-06-25 21:34:20.0,11.08,2020-06-25 21:34:20.0,12.5,2020-06-25 21:34:20.0,10.45
2020-06-25 22:34:20.0,14.93,2020-06-25 22:04:20.0,8.87,2020-06-25 22:04:20.0,9.95,2020-06-25 22:04:20.0,11.07,2020-06-25 22:04:20.0,12.51,2020-06-25 22:04:20.0,10.44
2020-06-25 23:04:36.0,14.94,2020-06-25 22:34:20.0,8.88,2020-06-25 22:34:20.0,9.94,2020-06-25 22:34:20.0,11.06,2020-06-25 22:34:20.0,12.54,2020-06-25 22:34:20.0,10.43
2020-06-25 23:34:36.0,14.95,2020-06-25 23:04:36.0,8.89,2020-06-25 23:04:36.0,9.94,2020-06-25 23:04:36.0,11.06,2020-06-25 23:04:36.0,12.54,2020-06-25 23:04:36.0,10.43
2020-06-26 00:04:36.0,14.95,2020-06-25 23:34:36.0,8.9,2020-06-25 23:34:36.0,9.95,2020-06-25 23:34:36.0,11.06,2020-06-25 23:34:36.0,12.54,2020-06-25 23:34:36.0,10.42
2020-06-26 00:34:36.0,14.96,2020-06-26 00:04:36.0,8.91,2020-06-26 00:04:36.0,9.95,2020-06-26 00:04:36.0,11.06,2020-06-26 00:04:36.0,12.53,2020-06-26 00:04:36.0,10.42
2020-06-26 01:04:36.0,14.97,2020-06-26 00:34:36.0,8.93,2020-06-26 00:34:36.0,9.96,2020-06-26 00:34:36.0,11.05,2020-06-26 00:34:36.0,12.53,2020-06-26 00:34:36.0,10.41
2020-06-26 01:34:36.0,14.98,2020-06-26 01:04:36.0,8.95,2020-06-26 01:04:36.0,9.97,2020-06-26 01:04:36.0,11.05,2020-06-26 01:04:36.0,12.52,2020-06-26 01:04:36.0,10.4
2020-06-26 02:04:54.0,14.98,2020-06-26 01:34:36.0,8.96,2020-06-26 01:34:36.0,9.95,2020-06-26 01:34:36.0,11.05,2020-06-26 01:34:36.0,12.52,2020-06-26 01:34:36.0,10.4
2020-06-26 02:34:54.0,14.98,2020-06-26 02:04:54.0,8.98,2020-06-26 02:04:54.0,9.96,2020-06-26 02:04:54.0,11.05,2020-06-26 02:04:54.0,12.52,2020-06-26 02:04:54.0,10.4
2020-06-26 03:04:54.0,14.99,2020-06-26 02:34:54.0,9,2020-06-26 02:34:54.0,9.96,2020-06-26 02:34:54.0,11.05,2020-06-26 02:34:54.0,12.5,2020-06-26 02:34:54.0,10.4
2020-06-26 03:34:54.0,15,2020-06-26 03:04:54.0,9.01,2020-06-26 03:04:54.0,9.97,2020-06-26 03:04:54.0,11.05,2020-06-26 03:04:54.0,12.5,2020-06-26 03:04:54.0,10.4
2020-06-26 04:04:54.0,15.01,2020-06-26 03:34:54.0,9.03,2020-06-26 03:34:54.0,9.97,2020-06-26 03:34:54.0,11.05,2020-06-26 03:34:54.0,12.5,2020-06-26 03:34:54.0,10.39
2020-06-26 04:34:54.0,15.02,2020-06-26 04:04:54.0,9.04,2020-06-26 04:04:54.0,9.97,2020-06-26 04:04:54.0,11.05,2020-06-26 04:04:54.0,12.5,2020-06-26 04:04:54.0,10.39
2020-06-26 05:05:12.0,15.03,2020-06-26 04:34:54.0,9.06,2020-06-26 04:34:54.0,10.01,2020-06-26 04:34:54.0,11.05,2020-06-26 04:34:54.0,12.5,2020-06-26 04:34:54.0,10.39
2020-06-26 05:35:12.0,15.06,2020-06-26 05:05:12.0,9.08,2020-06-26 05:05:12.0,10.03,2020-06-26 05:05:12.0,11.05,2020-06-26 05:05:12.0,12.51,2020-06-26 05:05:12.0,10.39
2020-06-26 06:05:12.0,15.07,2020-06-26 05:35:12.0,9.1,2020-06-26 05:35:12.0,10.03,2020-06-26 05:35:12.0,11.05,2020-06-26 05:35:12.0,12.51,2020-06-26 05:35:12.0,10.39
2020-06-26 06:35:12.0,15.07,2020-06-26 06:05:12.0,9.13,2020-06-26 06:05:12.0,10.03,2020-06-26 06:05:12.0,11.05,2020-06-26 06:05:12.0,12.51,2020-06-26 06:05:12.0,10.39
2020-06-26 07:05:12.0,15.07,2020-06-26 06:35:12.0,9.14,2020-06-26 06:35:12.0,10.03,2020-06-26 06:35:12.0,11.05,2020-06-26 06:35:12.0,12.5,2020-06-26 06:35:12.0,10.39
2020-06-26 07:35:12.0,15.06,2020-06-26 07:05:12.0,9.14,2020-06-26 07:05:12.0,10.04,2020-06-26 07:05:12.0,11.04,2020-06-26 07:05:12.0,12.44,2020-06-26 07:05:12.0,10.39
2020-06-26 08:05:28.0,15.04,2020-06-26 07:35:12.0,9.16,2020-06-26 07:35:12.0,10.05,2020-06-26 07:35:12.0,11.05,2020-06-26 07:35:12.0,12.35,2020-06-26 07:35:12.0,10.39
2020-06-26 08:35:28.0,15,2020-06-26 08:05:28.0,9.18,2020-06-26 08:05:28.0,10.05,2020-06-26 08:05:28.0,11.04,2020-06-26 08:05:28.0,12.37,2020-06-26 08:05:28.0,10.39
2020-06-26 09:05:28.0,14.92,2020-06-26 08:35:28.0,9.18,2020-06-26 08:35:28.0,10.05,2020-06-26 08:35:28.0,11.04,2020-06-26 08:35:28.0,12.36,2020-06-26 08:35:28.0,10.39
2020-06-26 09:35:28.0,14.85,2020-06-26 09:05:28.0,9.19,2020-06-26 09:05:28.0,10.06,2020-06-26 09:05:28.0,11.05,2020-06-26 09:05:28.0,12.36,2020-06-26 09:05:28.0,10.39
2020-06-26 10:05:28.0,14.76,2020-06-26 09:35:28.0,9.18,2020-06-26 09:35:28.0,10.06,2020-06-26 09:35:28.0,11.04,2020-06-26 09:35:28.0,12.32,2020-06-26 09:35:28.0,10.39
2020-06-26 10:35:28.0,14.63,2020-06-26 10:05:28.0,9.16,2020-06-26 10:05:28.0,10.06,2020-06-26 10:05:28.0,11.05,2020-06-26 10:05:28.0,12.35,2020-06-26 10:05:28.0,10.39
2020-06-26 11:05:46.0,14.52,2020-06-26 10:35:28.0,9.13,2020-06-26 10:35:28.0,10.06,2020-06-26 10:35:28.0,11.05,2020-06-26 10:35:28.0,12.34,2020-06-26 10:35:28.0,10.39
2020-06-26 11:35:46.0,14.41,2020-06-26 11:05:46.0,9.08,2020-06-26 11:05:46.0,10.06,2020-06-26 11:05:46.0,11.05,2020-06-26 11:05:46.0,12.34,2020-06-26 11:05:46.0,10.39
2020-06-26 12:05:46.0,14.3,2020-06-26 11:35:46.0,8.97,2020-06-26 11:35:46.0,9.98,2020-06-26 11:35:46.0,11,2020-06-26 11:35:46.0,12.26,2020-06-26 11:35:46.0,10.38
2020-06-26 12:35:46.0,14.21,2020-06-26 12:05:46.0,8.91,2020-06-26 12:05:46.0,9.97,2020-06-26 12:05:46.0,11,2020-06-26 12:05:46.0,12.25,2020-06-26 12:05:46.0,10.38
2020-06-26 13:05:46.0,14.06,2020-06-26 12:35:46.0,8.82,2020-06-26 12:35:46.0,9.95,2020-06-26 12:35:46.0,11,2020-06-26 12:35:46.0,12.24,2020-06-26 12:35:46.0,10.39
2020-06-26 13:35:46.0,13.98,2020-06-26 13:05:46.0,8.75,2020-06-26 13:05:46.0,9.93,2020-06-26 13:05:46.0,11,2020-06-26 13:05:46.0,12.23,2020-06-26 13:05:46.0,10.38
2020-06-26 14:06:02.0,13.92,2020-06-26 13:35:46.0,8.68,2020-06-26 13:35:46.0,9.91,2020-06-26 13:35:46.0,10.99,2020-06-26 13:35:46.0,12.22,2020-06-26 13:35:46.0,10.38
2020-06-26 14:36:02.0,13.82,2020-06-26 14:06:02.0,8.6,2020-06-26 14:06:02.0,9.88,2020-06-26 14:06:02.0,10.98,2020-06-26 14:06:02.0,12.22,2020-06-26 14:06:02.0,10.39
2020-06-26 15:06:02.0,13.69,2020-06-26 14:36:02.0,8.55,2020-06-26 14:36:02.0,9.85,2020-06-26 14:36:02.0,10.98,2020-06-26 14:36:02.0,12.21,2020-06-26 14:36:02.0,10.39
2020-06-26 15:36:02.0,13.63,2020-06-26 15:06:02.0,8.47,2020-06-26 15:06:02.0,9.82,2020-06-26 15:06:02.0,10.97,2020-06-26 15:06:02.0,12.2,2020-06-26 15:06:02.0,10.39
2020-06-26 16:06:02.0,13.46,2020-06-26 15:36:02.0,8.4,2020-06-26 15:36:02.0,9.77,2020-06-26 15:36:02.0,10.96,2020-06-26 15:36:02.0,12.2,2020-06-26 15:36:02.0,10.39
2020-06-26 16:36:02.0,13.38,2020-06-26 16:06:02.0,8.34,2020-06-26 16:06:02.0,9.74,2020-06-26 16:06:02.0,10.95,2020-06-26 16:06:02.0,12.21,2020-06-26 16:06:02.0,10.39
2020-06-26 17:06:18.0,14.05,2020-06-26 16:36:02.0,8.27,2020-06-26 16:36:02.0,9.7,2020-06-26 16:36:02.0,10.95,2020-06-26 16:36:02.0,12.2,2020-06-26 16:36:02.0,10.38
2020-06-26 17:36:18.0,15.22,2020-06-26 17:06:18.0,8.12,2020-06-26 17:06:18.0,9.66,2020-06-26 17:06:18.0,10.96,2020-06-26 17:06:18.0,12.25,2020-06-26 17:06:18.0,10.39
2020-06-26 18:06:18.0,15.92,2020-06-26 17:36:18.0,8.11,2020-06-26 17:36:18.0,9.62,2020-06-26 17:36:18.0,10.93,2020-06-26 17:36:18.0,12.24,2020-06-26 17:36:18.0,10.38
2020-06-26 18:36:18.0,16.24,2020-06-26 18:06:18.0,8.11,2020-06-26 18:06:18.0,9.58,2020-06-26 18:06:18.0,10.93,2020-06-26 18:06:18.0,12.24,2020-06-26 18:06:18.0,10.38
2020-06-26 19:06:18.0,16.61,2020-06-26 18:36:18.0,8.13,2020-06-26 18:36:18.0,9.55,2020-06-26 18:36:18.0,10.91,2020-06-26 18:36:18.0,12.18,2020-06-26 18:36:18.0,10.37
2020-06-26 19:36:18.0,16.78,2020-06-26 19:06:18.0,8.17,2020-06-26 19:06:18.0,9.54,2020-06-26 19:06:18.0,10.9,2020-06-26 19:06:18.0,12.24,2020-06-26 19:06:18.0,10.37
2020-06-26 20:06:38.0,16.98,2020-06-26 19:36:18.0,8.23,2020-06-26 19:36:18.0,9.53,2020-06-26 19:36:18.0,10.9,2020-06-26 19:36:18.0,12.23,2020-06-26 19:36:18.0,10.36
2020-06-26 20:36:38.0,17.13,2020-06-26 20:06:38.0,8.28,2020-06-26 20:06:38.0,9.52,2020-06-26 20:06:38.0,10.89,2020-06-26 20:06:38.0,12.21,2020-06-26 20:06:38.0,10.36
2020-06-26 21:06:38.0,17.25,2020-06-26 20:36:38.0,8.35,2020-06-26 20:36:38.0,9.52,2020-06-26 20:36:38.0,10.89,2020-06-26 20:36:38.0,12.27,2020-06-26 20:36:38.0,10.36
2020-06-26 21:36:38.0,17.38,2020-06-26 21:06:38.0,8.42,2020-06-26 21:06:38.0,9.52,2020-06-26 21:06:38.0,10.88,2020-06-26 21:06:38.0,12.32,2020-06-26 21:06:38.0,10.35
2020-06-26 22:06:38.0,17.54,2020-06-26 21:36:38.0,8.49,2020-06-26 21:36:38.0,9.53,2020-06-26 21:36:38.0,10.88,2020-06-26 21:36:38.0,12.34,2020-06-26 21:36:38.0,10.35
2020-06-26 22:36:38.0,17.7,2020-06-26 22:06:38.0,8.57,2020-06-26 22:06:38.0,9.53,2020-06-26 22:06:38.0,10.87,2020-06-26 22:06:38.0,12.35,2020-06-26 22:06:38.0,10.34
2020-06-26 23:06:58.0,17.81,2020-06-26 22:36:38.0,8.63,2020-06-26 22:36:38.0,9.55,2020-06-26 22:36:38.0,10.87,2020-06-26 22:36:38.0,12.36,2020-06-26 22:36:38.0,10.33
2020-06-26 23:36:58.0,17.87,2020-06-26 23:06:58.0,8.69,2020-06-26 23:06:58.0,9.56,2020-06-26 23:06:58.0,10.87,2020-06-26 23:06:58.0,12.37,2020-06-26 23:06:58.0,10.33
2020-06-27 00:06:58.0,17.9,2020-06-26 23:36:58.0,8.75,2020-06-26 23:36:58.0,9.58,2020-06-26 23:36:58.0,10.86,2020-06-26 23:36:58.0,12.37,2020-06-26 23:36:58.0,10.33
2020-06-27 00:36:58.0,17.98,2020-06-27 00:06:58.0,8.81,2020-06-27 00:06:58.0,9.59,2020-06-27 00:06:58.0,10.86,2020-06-27 00:06:58.0,12.37,2020-06-27 00:06:58.0,10.32
2020-06-27 01:06:58.0,18.02,2020-06-27 00:36:58.0,8.86,2020-06-27 00:36:58.0,9.61,2020-06-27 00:36:58.0,10.87,2020-06-27 00:36:58.0,12.37,2020-06-27 00:36:58.0,10.32
2020-06-27 01:36:58.0,18.07,2020-06-27 01:06:58.0,8.92,2020-06-27 01:06:58.0,9.62,2020-06-27 01:06:58.0,10.87,2020-06-27 01:06:58.0,12.37,2020-06-27 01:06:58.0,10.31
2020-06-27 02:07:16.0,18.11,2020-06-27 01:36:58.0,8.97,2020-06-27 01:36:58.0,9.64,2020-06-27 01:36:58.0,10.87,2020-06-27 01:36:58.0,12.37,2020-06-27 01:36:58.0,10.32
2020-06-27 02:37:16.0,18.13,2020-06-27 02:07:16.0,9.02,2020-06-27 02:07:16.0,9.66,2020-06-27 02:07:16.0,10.87,2020-06-27 02:07:16.0,12.37,2020-06-27 02:07:16.0,10.32
2020-06-27 03:07:16.0,18.15,2020-06-27 02:37:16.0,9.07,2020-06-27 02:37:16.0,9.67,2020-06-27 02:37:16.0,10.87,2020-06-27 02:37:16.0,12.37,2020-06-27 02:37:16.0,10.31
2020-06-27 03:37:16.0,18.17,2020-06-27 03:07:16.0,9.11,2020-06-27 03:07:16.0,9.68,2020-06-27 03:07:16.0,10.88,2020-06-27 03:07:16.0,12.37,2020-06-27 03:07:16.0,10.31
2020-06-27 04:07:16.0,18.18,2020-06-27 03:37:16.0,9.15,2020-06-27 03:37:16.0,9.73,2020-06-27 03:37:16.0,10.89,2020-06-27 03:37:16.0,12.37,2020-06-27 03:37:16.0,10.31
2020-06-27 04:37:16.0,18.2,2020-06-27 04:07:16.0,9.19,2020-06-27 04:07:16.0,9.74,2020-06-27 04:07:16.0,10.89,2020-06-27 04:07:16.0,12.37,2020-06-27 04:07:16.0,10.31
2020-06-27 05:07:34.0,18.21,2020-06-27 04:37:16.0,9.23,2020-06-27 04:37:16.0,9.75,2020-06-27 04:37:16.0,10.89,2020-06-27 04:37:16.0,12.38,2020-06-27 04:37:16.0,10.31
2020-06-27 05:37:34.0,18.23,2020-06-27 05:07:34.0,9.26,2020-06-27 05:07:34.0,9.77,2020-06-27 05:07:34.0,10.9,2020-06-27 05:07:34.0,12.37,2020-06-27 05:07:34.0,10.31
2020-06-27 06:07:34.0,18.23,2020-06-27 05:37:34.0,9.3,2020-06-27 05:37:34.0,9.78,2020-06-27 05:37:34.0,10.9,2020-06-27 05:37:34.0,12.37,2020-06-27 05:37:34.0,10.32
2020-06-27 06:37:34.0,18.23,2020-06-27 06:07:34.0,9.33,2020-06-27 06:07:34.0,9.79,2020-06-27 06:07:34.0,10.9,2020-06-27 06:07:34.0,12.37,2020-06-27 06:07:34.0,10.31
2020-06-27 07:07:34.0,18.23,2020-06-27 06:37:34.0,9.35,2020-06-27 06:37:34.0,9.81,2020-06-27 06:37:34.0,10.91,2020-06-27 06:37:34.0,12.3,2020-06-27 06:37:34.0,10.31
2020-06-27 07:37:34.0,18.21,2020-06-27 07:07:34.0,9.38,2020-06-27 07:07:34.0,9.82,2020-06-27 07:07:34.0,10.91,2020-06-27 07:07:34.0,12.15,2020-06-27 07:07:34.0,10.32
2020-06-27 08:07:54.0,18.19,2020-06-27 07:37:34.0,9.4,2020-06-27 07:37:34.0,9.84,2020-06-27 07:37:34.0,10.91,2020-06-27 07:37:34.0,12.14,2020-06-27 07:37:34.0,10.32
2020-06-27 08:37:54.0,18.16,2020-06-27 08:07:54.0,9.42,2020-06-27 08:07:54.0,9.84,2020-06-27 08:07:54.0,10.91,2020-06-27 08:07:54.0,12.14,2020-06-27 08:07:54.0,10.32
2020-06-27 09:07:54.0,18.13,2020-06-27 08:37:54.0,9.44,2020-06-27 08:37:54.0,9.85,2020-06-27 08:37:54.0,10.92,2020-06-27 08:37:54.0,12.14,2020-06-27 08:37:54.0,10.32
2020-06-27 09:37:54.0,18.08,2020-06-27 09:07:54.0,9.45,2020-06-27 09:07:54.0,9.86,2020-06-27 09:07:54.0,10.92,2020-06-27 09:07:54.0,12.13,2020-06-27 09:07:54.0,10.33
2020-06-27 10:07:54.0,18.01,2020-06-27 09:37:54.0,9.46,2020-06-27 09:37:54.0,9.87,2020-06-27 09:37:54.0,10.92,2020-06-27 09:37:54.0,12.14,2020-06-27 09:37:54.0,10.33
2020-06-27 10:37:54.0,17.93,2020-06-27 10:07:54.0,9.47,2020-06-27 10:07:54.0,9.88,2020-06-27 10:07:54.0,10.92,2020-06-27 10:07:54.0,12.14,2020-06-27 10:07:54.0,10.33
2020-06-27 11:08:14.0,17.84,2020-06-27 10:37:54.0,9.47,2020-06-27 10:37:54.0,9.89,2020-06-27 10:37:54.0,10.92,2020-06-27 10:37:54.0,12.11,2020-06-27 10:37:54.0,10.34
2020-06-27 11:38:14.0,17.71,2020-06-27 11:08:14.0,9.47,2020-06-27 11:08:14.0,9.89,2020-06-27 11:08:14.0,10.92,2020-06-27 11:08:14.0,12.1,2020-06-27 11:08:14.0,10.35
2020-06-27 12:08:14.0,17.58,2020-06-27 11:38:14.0,9.45,2020-06-27 11:38:14.0,9.89,2020-06-27 11:38:14.0,10.92,2020-06-27 11:38:14.0,12.09,2020-06-27 11:38:14.0,10.35
2020-06-27 12:38:14.0,17.46,2020-06-27 12:08:14.0,9.44,2020-06-27 12:08:14.0,9.89,2020-06-27 12:08:14.0,10.92,2020-06-27 12:08:14.0,12.09,2020-06-27 12:08:14.0,10.35
2020-06-27 13:08:14.0,17.29,2020-06-27 12:38:14.0,9.41,2020-06-27 12:38:14.0,9.89,2020-06-27 12:38:14.0,10.92,2020-06-27 12:38:14.0,12.1,2020-06-27 12:38:14.0,10.35
2020-06-27 13:38:14.0,17.07,2020-06-27 13:08:14.0,9.38,2020-06-27 13:08:14.0,9.89,2020-06-27 13:08:14.0,10.92,2020-06-27 13:08:14.0,12.1,2020-06-27 13:08:14.0,10.36
2020-06-27 14:08:32.0,16.89,2020-06-27 13:38:14.0,9.34,2020-06-27 13:38:14.0,9.88,2020-06-27 13:38:14.0,10.91,2020-06-27 13:38:14.0,12.09,2020-06-27 13:38:14.0,10.36
2020-06-27 14:38:32.0,16.73,2020-06-27 14:08:32.0,9.29,2020-06-27 14:08:32.0,9.88,2020-06-27 14:08:32.0,10.91,2020-06-27 14:08:32.0,12.08,2020-06-27 14:08:32.0,10.36
2020-06-27 15:08:32.0,16.59,2020-06-27 14:38:32.0,9.24,2020-06-27 14:38:32.0,9.86,2020-06-27 14:38:32.0,10.91,2020-06-27 14:38:32.0,12.09,2020-06-27 14:38:32.0,10.36
2020-06-27 15:38:32.0,16.46,2020-06-27 15:08:32.0,9.18,2020-06-27 15:08:32.0,9.85,2020-06-27 15:08:32.0,10.91,2020-06-27 15:08:32.0,12.08,2020-06-27 15:08:32.0,10.36
2020-06-27 16:08:32.0,16.36,2020-06-27 15:38:32.0,9.13,2020-06-27 15:38:32.0,9.84,2020-06-27 15:38:32.0,10.91,2020-06-27 15:38:32.0,12.05,2020-06-27 15:38:32.0,10.36
2020-06-27 16:38:32.0,16.23,2020-06-27 16:08:32.0,9.08,2020-06-27 16:08:32.0,9.82,2020-06-27 16:08:32.0,10.9,2020-06-27 16:08:32.0,12.06,2020-06-27 16:08:32.0,10.36
2020-06-27 17:08:50.0,16.12,2020-06-27 16:38:32.0,9.02,2020-06-27 16:38:32.0,9.81,2020-06-27 16:38:32.0,10.89,2020-06-27 16:38:32.0,12.05,2020-06-27 16:38:32.0,10.36
2020-06-27 17:39:24.0,16.02,2020-06-27 17:08:50.0,8.98,2020-06-27 17:08:50.0,9.79,2020-06-27 17:08:50.0,10.89,2020-06-27 17:08:50.0,12.04,2020-06-27 17:08:50.0,10.36
2020-06-27 18:10:36.0,15.9,2020-06-27 17:39:24.0,8.92,2020-06-27 17:39:24.0,9.77,2020-06-27 17:39:24.0,10.88,2020-06-27 17:39:24.0,12.06,2020-06-27 17:39:24.0,10.36
2020-06-27 18:41:44.0,15.84,2020-06-27 18:10:36.0,8.88,2020-06-27 18:10:36.0,9.74,2020-06-27 18:10:36.0,10.87,2020-06-27 18:10:36.0,12.05,2020-06-27 18:10:36.0,10.36
2020-06-27 19:12:20.0,15.81,2020-06-27 18:41:44.0,8.84,2020-06-27 18:41:44.0,9.71,2020-06-27 18:41:44.0,10.86,2020-06-27 18:41:44.0,12.07,2020-06-27 18:41:44.0,10.36
2020-06-27 19:43:30.0,15.78,2020-06-27 19:12:20.0,8.81,2020-06-27 19:12:20.0,9.69,2020-06-27 19:12:20.0,10.85,2020-06-27 19:12:20.0,12.04,2020-06-27 19:12:20.0,10.36
2020-06-27 20:14:06.0,15.74,2020-06-27 19:43:30.0,8.79,2020-06-27 19:43:30.0,9.68,2020-06-27 19:43:30.0,10.84,2020-06-27 19:43:30.0,12.04,2020-06-27 19:43:30.0,10.36
2020-06-27 20:45:16.0,15.75,2020-06-27 20:14:06.0,8.78,2020-06-27 20:14:06.0,9.66,2020-06-27 20:14:06.0,10.84,2020-06-27 20:14:06.0,12.19,2020-06-27 20:14:06.0,10.36
2020-06-27 21:15:50.0,15.75,2020-06-27 20:45:16.0,8.76,2020-06-27 20:45:16.0,9.64,2020-06-27 20:45:16.0,10.83,2020-06-27 20:45:16.0,12.28,2020-06-27 20:45:16.0,10.35
2020-06-27 21:47:00.0,15.74,2020-06-27 21:15:50.0,8.76,2020-06-27 21:15:50.0,9.62,2020-06-27 21:15:50.0,10.82,2020-06-27 21:15:50.0,12.31,2020-06-27 21:15:50.0,10.35
2020-06-27 22:18:12.0,15.74,2020-06-27 21:47:00.0,8.76,2020-06-27 21:47:00.0,9.61,2020-06-27 21:47:00.0,10.82,2020-06-27 21:47:00.0,12.33,2020-06-27 21:47:00.0,10.35
2020-06-27 22:48:46.0,15.74,2020-06-27 22:18:12.0,8.76,2020-06-27 22:18:12.0,9.6,2020-06-27 22:18:12.0,10.81,2020-06-27 22:18:12.0,12.35,2020-06-27 22:18:12.0,10.34
2020-06-27 23:19:58.0,15.73,2020-06-27 22:48:46.0,8.77,2020-06-27 22:48:46.0,9.6,2020-06-27 22:48:46.0,10.8,2020-06-27 22:48:46.0,12.34,2020-06-27 22:48:46.0,10.34
2020-06-27 23:50:40.0,15.73,2020-06-27 23:19:58.0,8.78,2020-06-27 23:19:58.0,9.6,2020-06-27 23:19:58.0,10.8,2020-06-27 23:19:58.0,12.35,2020-06-27 23:19:58.0,10.33
2020-06-28 00:21:52.0,15.72,2020-06-27 23:50:40.0,8.79,2020-06-27 23:50:40.0,9.6,2020-06-27 23:50:40.0,10.8,2020-06-27 23:50:40.0,12.34,2020-06-27 23:50:40.0,10.33
2020-06-28 00:52:56.0,15.71,2020-06-28 00:21:52.0,8.8,2020-06-28 00:21:52.0,9.6,2020-06-28 00:21:52.0,10.79,2020-06-28 00:21:52.0,12.35,2020-06-28 00:21:52.0,10.32
2020-06-28 01:23:32.0,15.72,2020-06-28 00:52:56.0,8.82,2020-06-28 00:52:56.0,9.6,2020-06-28 00:52:56.0,10.8,2020-06-28 00:52:56.0,12.36,2020-06-28 00:52:56.0,10.32
2020-06-28 01:54:42.0,15.71,2020-06-28 01:23:32.0,8.82,2020-06-28 01:23:32.0,9.61,2020-06-28 01:23:32.0,10.79,2020-06-28 01:23:32.0,12.34,2020-06-28 01:23:32.0,10.32
2020-06-28 02:25:20.0,15.72,2020-06-28 01:54:42.0,8.83,2020-06-28 01:54:42.0,9.61,2020-06-28 01:54:42.0,10.79,2020-06-28 01:54:42.0,12.35,2020-06-28 01:54:42.0,10.32
2020-06-28 02:56:32.0,15.71,2020-06-28 02:25:20.0,8.85,2020-06-28 02:25:20.0,9.62,2020-06-28 02:25:20.0,10.79,2020-06-28 02:25:20.0,12.34,2020-06-28 02:25:20.0,10.32
2020-06-28 03:27:10.0,15.71,2020-06-28 02:56:32.0,8.86,2020-06-28 02:56:32.0,9.61,2020-06-28 02:56:32.0,10.79,2020-06-28 02:56:32.0,12.34,2020-06-28 02:56:32.0,10.31
2020-06-28 03:58:24.0,15.7,2020-06-28 03:27:10.0,8.87,2020-06-28 03:27:10.0,9.62,2020-06-28 03:27:10.0,10.79,2020-06-28 03:27:10.0,12.34,2020-06-28 03:27:10.0,10.31
2020-06-28 04:29:38.0,15.7,2020-06-28 03:58:24.0,8.87,2020-06-28 03:58:24.0,9.62,2020-06-28 03:58:24.0,10.79,2020-06-28 03:58:24.0,12.34,2020-06-28 03:58:24.0,10.31
2020-06-28 05:00:18.0,15.7,2020-06-28 04:29:38.0,8.89,2020-06-28 04:29:38.0,9.63,2020-06-28 04:29:38.0,10.79,2020-06-28 04:29:38.0,12.35,2020-06-28 04:29:38.0,10.31
2020-06-28 05:31:26.0,15.71,2020-06-28 05:00:18.0,8.91,2020-06-28 05:00:18.0,9.64,2020-06-28 05:00:18.0,10.79,2020-06-28 05:00:18.0,12.33,2020-06-28 05:00:18.0,10.31
2020-06-28 06:02:08.0,15.72,2020-06-28 05:31:26.0,8.93,2020-06-28 05:31:26.0,9.64,2020-06-28 05:31:26.0,10.79,2020-06-28 05:31:26.0,12.34,2020-06-28 05:31:26.0,10.31
2020-06-28 06:33:12.0,15.72,2020-06-28 06:02:08.0,8.94,2020-06-28 06:02:08.0,9.64,2020-06-28 06:02:08.0,10.79,2020-06-28 06:02:08.0,12.33,2020-06-28 06:02:08.0,10.31
2020-06-28 07:03:46.0,16.12,2020-06-28 06:33:12.0,8.95,2020-06-28 06:33:12.0,9.64,2020-06-28 06:33:12.0,10.79,2020-06-28 06:33:12.0,12.34,2020-06-28 06:33:12.0,10.31
2020-06-28 07:35:04.0,17.48,2020-06-28 07:03:46.0,8.89,2020-06-28 07:03:46.0,9.62,2020-06-28 07:03:46.0,10.8,2020-06-28 07:03:46.0,12.34,2020-06-28 07:03:46.0,10.33
2020-06-28 08:06:16.0,18.33,2020-06-28 07:35:04.0,8.9,2020-06-28 07:35:04.0,9.63,2020-06-28 07:35:04.0,10.81,2020-06-28 07:35:04.0,12.33,2020-06-28 07:35:04.0,10.33
2020-06-28 08:36:56.0,18.82,2020-06-28 08:06:16.0,8.93,2020-06-28 08:06:16.0,9.63,2020-06-28 08:06:16.0,10.8,2020-06-28 08:06:16.0,12.3,2020-06-28 08:06:16.0,10.32
2020-06-28 09:08:02.0,19.09,2020-06-28 08:36:56.0,8.98,2020-06-28 08:36:56.0,9.64,2020-06-28 08:36:56.0,10.8,2020-06-28 08:36:56.0,12.26,2020-06-28 08:36:56.0,10.32
2020-06-28 09:38:40.0,19.19,2020-06-28 09:08:02.0,9.06,2020-06-28 09:08:02.0,9.64,2020-06-28 09:08:02.0,10.8,2020-06-28 09:08:02.0,12.24,2020-06-28 09:08:02.0,10.32
2020-06-28 10:08:44.0,19.2,2020-06-28 09:38:40.0,9.11,2020-06-28 09:38:40.0,9.64,2020-06-28 09:38:40.0,10.8,2020-06-28 09:38:40.0,12.07,2020-06-28 09:38:40.0,10.32
2020-06-28 10:38:44.0,19.13,2020-06-28 10:08:44.0,9.18,2020-06-28 10:08:44.0,9.66,2020-06-28 10:08:44.0,10.8,2020-06-28 10:08:44.0,11.97,2020-06-28 10:08:44.0,10.33
