2079 Eucaliptos - SoilR40 A 10 cm #1201[%],,2079 Eucaliptos - SoilR40 A 20 cm #1201[%],,2079 Eucaliptos - SoilR40 A 30 cm #1201[%],,2079 Eucaliptos - SoilR40 A 40 cm #1201[%],,2079 Eucaliptos - SoilR40 A 50 cm #1201[%],,2079 Eucaliptos - SoilR40 A 60 cm #1201[%],
2019-07-04 22:26:06.0,12.49,2019-07-04 21:55:56.0,11.85,2019-07-04 21:55:56.0,13.84,2019-07-04 21:55:56.0,8.92,2019-07-04 21:55:56.0,16.34,2019-07-04 21:55:56.0,14.96
2019-07-04 22:56:06.0,12.45,2019-07-04 22:26:06.0,11.82,2019-07-04 22:26:06.0,13.82,2019-07-04 22:26:06.0,8.91,2019-07-04 22:26:06.0,16.33,2019-07-04 22:26:06.0,14.96
2019-07-04 23:26:06.0,12.42,2019-07-04 22:56:06.0,11.79,2019-07-04 22:56:06.0,13.8,2019-07-04 22:56:06.0,8.91,2019-07-04 22:56:06.0,16.34,2019-07-04 22:56:06.0,14.96
2019-07-04 23:56:06.0,12.39,2019-07-04 23:26:06.0,11.76,2019-07-04 23:26:06.0,13.78,2019-07-04 23:26:06.0,8.91,2019-07-04 23:26:06.0,16.33,2019-07-04 23:26:06.0,14.95
2019-07-05 00:26:06.0,12.37,2019-07-04 23:56:06.0,11.75,2019-07-04 23:56:06.0,13.76,2019-07-04 23:56:06.0,8.91,2019-07-04 23:56:06.0,16.33,2019-07-04 23:56:06.0,14.95
2019-07-05 00:56:06.0,12.35,2019-07-05 00:26:06.0,11.73,2019-07-05 00:26:06.0,13.74,2019-07-05 00:26:06.0,8.91,2019-07-05 00:26:06.0,16.32,2019-07-05 00:26:06.0,14.95
2019-07-05 01:26:18.0,12.33,2019-07-05 00:56:06.0,11.71,2019-07-05 00:56:06.0,13.72,2019-07-05 00:56:06.0,8.9,2019-07-05 00:56:06.0,16.32,2019-07-05 00:56:06.0,14.94
2019-07-05 01:56:18.0,12.31,2019-07-05 01:26:18.0,11.69,2019-07-05 01:26:18.0,13.71,2019-07-05 01:26:18.0,8.9,2019-07-05 01:26:18.0,16.32,2019-07-05 01:26:18.0,14.94
2019-07-05 02:26:18.0,12.3,2019-07-05 01:56:18.0,11.68,2019-07-05 01:56:18.0,13.7,2019-07-05 01:56:18.0,8.9,2019-07-05 01:56:18.0,16.32,2019-07-05 01:56:18.0,14.94
2019-07-05 02:56:18.0,12.29,2019-07-05 02:26:18.0,11.67,2019-07-05 02:26:18.0,13.68,2019-07-05 02:26:18.0,8.9,2019-07-05 02:26:18.0,16.32,2019-07-05 02:26:18.0,14.94
2019-07-05 03:26:18.0,12.28,2019-07-05 02:56:18.0,11.66,2019-07-05 02:56:18.0,13.67,2019-07-05 02:56:18.0,8.9,2019-07-05 02:56:18.0,16.32,2019-07-05 02:56:18.0,14.94
2019-07-05 03:56:18.0,12.27,2019-07-05 03:26:18.0,11.65,2019-07-05 03:26:18.0,13.66,2019-07-05 03:26:18.0,8.9,2019-07-05 03:26:18.0,16.32,2019-07-05 03:26:18.0,14.94
2019-07-05 04:26:28.0,12.25,2019-07-05 03:56:18.0,11.64,2019-07-05 03:56:18.0,13.65,2019-07-05 03:56:18.0,8.9,2019-07-05 03:56:18.0,16.32,2019-07-05 03:56:18.0,14.94
2019-07-05 04:56:28.0,12.24,2019-07-05 04:26:28.0,11.63,2019-07-05 04:26:28.0,13.65,2019-07-05 04:26:28.0,8.9,2019-07-05 04:26:28.0,16.32,2019-07-05 04:26:28.0,14.94
2019-07-05 05:26:28.0,12.23,2019-07-05 04:56:28.0,11.62,2019-07-05 04:56:28.0,13.64,2019-07-05 04:56:28.0,8.9,2019-07-05 04:56:28.0,16.32,2019-07-05 04:56:28.0,14.93
2019-07-05 05:56:28.0,12.23,2019-07-05 05:26:28.0,11.61,2019-07-05 05:26:28.0,13.63,2019-07-05 05:26:28.0,8.9,2019-07-05 05:26:28.0,16.31,2019-07-05 05:26:28.0,14.94
2019-07-05 06:26:28.0,12.21,2019-07-05 05:56:28.0,11.6,2019-07-05 05:56:28.0,13.63,2019-07-05 05:56:28.0,8.9,2019-07-05 05:56:28.0,16.32,2019-07-05 05:56:28.0,14.94
2019-07-05 06:56:28.0,12.2,2019-07-05 06:26:28.0,11.59,2019-07-05 06:26:28.0,13.62,2019-07-05 06:26:28.0,8.9,2019-07-05 06:26:28.0,16.32,2019-07-05 06:26:28.0,14.94
