1161 Eucaliptos Ligeira - SoilR40 A 10 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 20 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 30 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 40 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 50 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 60 cm #1201[%],
2019-06-28 08:15:04.0,12.99,2019-06-28 08:15:04.0,14.36,2019-06-28 08:15:04.0,10.98,2019-06-28 08:15:04.0,12.18,2019-06-28 08:15:04.0,9.84,2019-06-28 08:15:04.0,8.62
2019-06-28 08:45:02.0,13.23,2019-06-28 08:45:02.0,14.44,2019-06-28 08:45:02.0,10.99,2019-06-28 08:45:02.0,12.19,2019-06-28 08:45:02.0,9.83,2019-06-28 08:45:02.0,8.61
2019-06-28 09:15:02.0,13.39,2019-06-28 09:15:02.0,14.48,2019-06-28 09:15:02.0,10.99,2019-06-28 09:15:02.0,12.2,2019-06-28 09:15:02.0,9.83,2019-06-28 09:15:02.0,8.6
2019-06-28 09:45:02.0,13.5,2019-06-28 09:45:02.0,14.47,2019-06-28 09:45:02.0,10.99,2019-06-28 09:45:02.0,12.19,2019-06-28 09:45:02.0,9.83,2019-06-28 09:45:02.0,8.6
2019-06-28 10:15:02.0,13.54,2019-06-28 10:15:02.0,14.44,2019-06-28 10:15:02.0,10.97,2019-06-28 10:15:02.0,12.2,2019-06-28 10:15:02.0,9.84,2019-06-28 10:15:02.0,8.6
2019-06-28 10:45:02.0,13.54,2019-06-28 10:45:02.0,14.45,2019-06-28 10:45:02.0,10.98,2019-06-28 10:45:02.0,12.19,2019-06-28 10:45:02.0,9.84,2019-06-28 10:45:02.0,8.6
2019-06-28 11:15:10.0,13.48,2019-06-28 11:15:10.0,14.44,2019-06-28 11:15:10.0,10.98,2019-06-28 11:15:10.0,12.2,2019-06-28 11:15:10.0,9.84,2019-06-28 11:15:10.0,8.6
2019-06-28 11:45:10.0,13.38,2019-06-28 11:45:10.0,14.46,2019-06-28 11:45:10.0,10.99,2019-06-28 11:45:10.0,12.2,2019-06-28 11:45:10.0,9.84,2019-06-28 11:45:10.0,8.6
2019-06-28 12:15:10.0,13.24,2019-06-28 12:15:10.0,14.5,2019-06-28 12:15:10.0,10.98,2019-06-28 12:15:10.0,12.19,2019-06-28 12:15:10.0,9.84,2019-06-28 12:15:10.0,8.59
2019-06-28 12:45:10.0,13.13,2019-06-28 12:45:10.0,14.49,2019-06-28 12:45:10.0,10.97,2019-06-28 12:45:10.0,12.19,2019-06-28 12:45:10.0,9.85,2019-06-28 12:45:10.0,8.59
2019-06-28 13:15:10.0,12.98,2019-06-28 13:15:10.0,14.49,2019-06-28 13:15:10.0,10.97,2019-06-28 13:15:10.0,12.19,2019-06-28 13:15:10.0,9.85,2019-06-28 13:15:10.0,8.59
2019-06-28 13:45:10.0,12.83,2019-06-28 13:45:10.0,14.53,2019-06-28 13:45:10.0,10.97,2019-06-28 13:45:10.0,12.18,2019-06-28 13:45:10.0,9.84,2019-06-28 13:45:10.0,8.59
2019-06-28 14:15:20.0,12.67,2019-06-28 14:15:20.0,14.53,2019-06-28 14:15:20.0,10.96,2019-06-28 14:15:20.0,12.18,2019-06-28 14:15:20.0,9.84,2019-06-28 14:15:20.0,8.58
2019-06-28 14:45:20.0,12.49,2019-06-28 14:45:20.0,14.53,2019-06-28 14:45:20.0,10.94,2019-06-28 14:45:20.0,12.16,2019-06-28 14:45:20.0,9.84,2019-06-28 14:45:20.0,8.58
2019-06-28 15:15:20.0,12.32,2019-06-28 15:15:20.0,14.52,2019-06-28 15:15:20.0,10.94,2019-06-28 15:15:20.0,12.16,2019-06-28 15:15:20.0,9.84,2019-06-28 15:15:20.0,8.58
2019-06-28 15:45:20.0,12.12,2019-06-28 15:45:20.0,14.5,2019-06-28 15:45:20.0,10.92,2019-06-28 15:45:20.0,12.16,2019-06-28 15:45:20.0,9.83,2019-06-28 15:45:20.0,8.57
2019-06-28 16:15:20.0,11.94,2019-06-28 16:15:20.0,14.48,2019-06-28 16:15:20.0,10.91,2019-06-28 16:15:20.0,12.16,2019-06-28 16:15:20.0,9.83,2019-06-28 16:15:20.0,8.57
2019-06-28 16:45:20.0,11.78,2019-06-28 16:45:20.0,14.46,2019-06-28 16:45:20.0,10.9,2019-06-28 16:45:20.0,12.16,2019-06-28 16:45:20.0,9.83,2019-06-28 16:45:20.0,8.57
2019-06-28 17:15:30.0,11.62,2019-06-28 17:15:30.0,14.43,2019-06-28 17:15:30.0,10.88,2019-06-28 17:15:30.0,12.16,2019-06-28 17:15:30.0,9.83,2019-06-28 17:15:30.0,8.57
2019-06-28 17:45:30.0,11.5,2019-06-28 17:45:30.0,14.39,2019-06-28 17:45:30.0,10.86,2019-06-28 17:45:30.0,12.16,2019-06-28 17:45:30.0,9.83,2019-06-28 17:45:30.0,8.56
2019-06-28 18:15:30.0,11.4,2019-06-28 18:15:30.0,14.34,2019-06-28 18:15:30.0,10.84,2019-06-28 18:15:30.0,12.15,2019-06-28 18:15:30.0,9.82,2019-06-28 18:15:30.0,8.56
2019-06-28 18:45:30.0,11.32,2019-06-28 18:45:30.0,14.31,2019-06-28 18:45:30.0,10.83,2019-06-28 18:45:30.0,12.16,2019-06-28 18:45:30.0,9.82,2019-06-28 18:45:30.0,8.56
2019-06-28 19:15:30.0,11.25,2019-06-28 19:15:30.0,14.26,2019-06-28 19:15:30.0,10.81,2019-06-28 19:15:30.0,12.15,2019-06-28 19:15:30.0,9.81,2019-06-28 19:15:30.0,8.56
2019-06-28 19:45:30.0,11.23,2019-06-28 19:45:30.0,14.23,2019-06-28 19:45:30.0,10.8,2019-06-28 19:45:30.0,12.14,2019-06-28 19:45:30.0,9.8,2019-06-28 19:45:30.0,8.56
2019-06-28 20:15:40.0,11.22,2019-06-28 20:15:40.0,14.19,2019-06-28 20:15:40.0,10.78,2019-06-28 20:15:40.0,12.14,2019-06-28 20:15:40.0,9.8,2019-06-28 20:15:40.0,8.55
2019-06-28 20:45:40.0,11.24,2019-06-28 20:45:40.0,14.17,2019-06-28 20:45:40.0,10.77,2019-06-28 20:45:40.0,12.13,2019-06-28 20:45:40.0,9.8,2019-06-28 20:45:40.0,8.55
2019-06-28 21:15:40.0,11.25,2019-06-28 21:15:40.0,14.15,2019-06-28 21:15:40.0,10.76,2019-06-28 21:15:40.0,12.12,2019-06-28 21:15:40.0,9.79,2019-06-28 21:15:40.0,8.55
2019-06-28 21:45:40.0,11.28,2019-06-28 21:45:40.0,14.13,2019-06-28 21:45:40.0,10.76,2019-06-28 21:45:40.0,12.12,2019-06-28 21:45:40.0,9.78,2019-06-28 21:45:40.0,8.55
2019-06-28 22:15:40.0,11.3,2019-06-28 22:15:40.0,14.13,2019-06-28 22:15:40.0,10.75,2019-06-28 22:15:40.0,12.12,2019-06-28 22:15:40.0,9.78,2019-06-28 22:15:40.0,8.55
2019-06-28 22:45:40.0,11.31,2019-06-28 22:45:40.0,14.11,2019-06-28 22:45:40.0,10.75,2019-06-28 22:45:40.0,12.11,2019-06-28 22:45:40.0,9.78,2019-06-28 22:45:40.0,8.54
2019-06-28 23:15:52.0,11.33,2019-06-28 23:15:52.0,14.11,2019-06-28 23:15:52.0,10.74,2019-06-28 23:15:52.0,12.12,2019-06-28 23:15:52.0,9.77,2019-06-28 23:15:52.0,8.54
2019-06-28 23:45:52.0,11.35,2019-06-28 23:45:52.0,14.1,2019-06-28 23:45:52.0,10.73,2019-06-28 23:45:52.0,12.12,2019-06-28 23:45:52.0,9.77,2019-06-28 23:45:52.0,8.54
2019-06-29 00:15:52.0,11.36,2019-06-29 00:15:52.0,14.1,2019-06-29 00:15:52.0,10.73,2019-06-29 00:15:52.0,12.11,2019-06-29 00:15:52.0,9.76,2019-06-29 00:15:52.0,8.54
2019-06-29 00:45:52.0,11.37,2019-06-29 00:45:52.0,14.1,2019-06-29 00:45:52.0,10.73,2019-06-29 00:45:52.0,12.11,2019-06-29 00:45:52.0,9.76,2019-06-29 00:45:52.0,8.53
2019-06-29 01:15:52.0,11.38,2019-06-29 01:15:52.0,14.08,2019-06-29 01:15:52.0,10.73,2019-06-29 01:15:52.0,12.1,2019-06-29 01:15:52.0,9.76,2019-06-29 01:15:52.0,8.54
2019-06-29 01:45:52.0,11.4,2019-06-29 01:45:52.0,14.09,2019-06-29 01:45:52.0,10.72,2019-06-29 01:45:52.0,12.1,2019-06-29 01:45:52.0,9.76,2019-06-29 01:45:52.0,8.53
2019-06-29 02:16:02.0,11.4,2019-06-29 02:16:02.0,14.08,2019-06-29 02:16:02.0,10.73,2019-06-29 02:16:02.0,12.1,2019-06-29 02:16:02.0,9.75,2019-06-29 02:16:02.0,8.54
2019-06-29 02:46:02.0,11.41,2019-06-29 02:46:02.0,14.07,2019-06-29 02:46:02.0,10.73,2019-06-29 02:46:02.0,12.1,2019-06-29 02:46:02.0,9.75,2019-06-29 02:46:02.0,8.53
2019-06-29 03:16:02.0,11.41,2019-06-29 03:16:02.0,14.08,2019-06-29 03:16:02.0,10.73,2019-06-29 03:16:02.0,12.1,2019-06-29 03:16:02.0,9.75,2019-06-29 03:16:02.0,8.53
2019-06-29 03:46:02.0,11.42,2019-06-29 03:46:02.0,14.08,2019-06-29 03:46:02.0,10.72,2019-06-29 03:46:02.0,12.1,2019-06-29 03:46:02.0,9.74,2019-06-29 03:46:02.0,8.53
2019-06-29 04:16:02.0,11.43,2019-06-29 04:16:02.0,14.07,2019-06-29 04:16:02.0,10.72,2019-06-29 04:16:02.0,12.1,2019-06-29 04:16:02.0,9.74,2019-06-29 04:16:02.0,8.53
2019-06-29 04:46:02.0,11.43,2019-06-29 04:46:02.0,14.07,2019-06-29 04:46:02.0,10.73,2019-06-29 04:46:02.0,12.1,2019-06-29 04:46:02.0,9.75,2019-06-29 04:46:02.0,8.53
2019-06-29 05:16:10.0,11.43,2019-06-29 05:16:10.0,14.06,2019-06-29 05:16:10.0,10.73,2019-06-29 05:16:10.0,12.1,2019-06-29 05:16:10.0,9.75,2019-06-29 05:16:10.0,8.53
2019-06-29 05:46:10.0,11.44,2019-06-29 05:46:10.0,14.06,2019-06-29 05:46:10.0,10.73,2019-06-29 05:46:10.0,12.1,2019-06-29 05:46:10.0,9.74,2019-06-29 05:46:10.0,8.52
2019-06-29 06:16:10.0,11.44,2019-06-29 06:16:10.0,14.06,2019-06-29 06:16:10.0,10.73,2019-06-29 06:16:10.0,12.1,2019-06-29 06:16:10.0,9.74,2019-06-29 06:16:10.0,8.53
2019-06-29 06:46:10.0,11.44,2019-06-29 06:46:10.0,14.06,2019-06-29 06:46:10.0,10.73,2019-06-29 06:46:10.0,12.1,2019-06-29 06:46:10.0,9.74,2019-06-29 06:46:10.0,8.52
2019-06-29 07:16:10.0,11.44,2019-06-29 07:16:10.0,14.06,2019-06-29 07:16:10.0,10.73,2019-06-29 07:16:10.0,12.1,2019-06-29 07:16:10.0,9.74,2019-06-29 07:16:10.0,8.52
2019-06-29 07:46:10.0,11.45,2019-06-29 07:46:10.0,14.09,2019-06-29 07:46:10.0,10.73,2019-06-29 07:46:10.0,12.1,2019-06-29 07:46:10.0,9.75,2019-06-29 07:46:10.0,8.52
2019-06-29 08:16:12.0,11.44,2019-06-29 08:16:12.0,14.05,2019-06-29 08:16:12.0,10.73,2019-06-29 08:16:12.0,12.1,2019-06-29 08:16:12.0,9.75,2019-06-29 08:16:12.0,8.52
2019-06-29 08:46:50.0,11.43,2019-06-29 08:46:50.0,14.06,2019-06-29 08:46:50.0,10.73,2019-06-29 08:46:50.0,12.11,2019-06-29 08:46:50.0,9.75,2019-06-29 08:46:50.0,8.52
2019-06-29 09:16:50.0,11.4,2019-06-29 09:16:50.0,14.04,2019-06-29 09:16:50.0,10.73,2019-06-29 09:16:50.0,12.11,2019-06-29 09:16:50.0,9.74,2019-06-29 09:16:50.0,8.52
2019-06-29 09:46:50.0,11.36,2019-06-29 09:46:50.0,14.04,2019-06-29 09:46:50.0,10.73,2019-06-29 09:46:50.0,12.12,2019-06-29 09:46:50.0,9.75,2019-06-29 09:46:50.0,8.52
2019-06-29 10:16:50.0,11.29,2019-06-29 10:16:50.0,14.03,2019-06-29 10:16:50.0,10.73,2019-06-29 10:16:50.0,12.12,2019-06-29 10:16:50.0,9.75,2019-06-29 10:16:50.0,8.52
2019-06-29 10:46:50.0,11.19,2019-06-29 10:46:50.0,14,2019-06-29 10:46:50.0,10.72,2019-06-29 10:46:50.0,12.13,2019-06-29 10:46:50.0,9.75,2019-06-29 10:46:50.0,8.52
2019-06-29 11:16:50.0,11.06,2019-06-29 11:16:50.0,14,2019-06-29 11:16:50.0,10.72,2019-06-29 11:16:50.0,12.13,2019-06-29 11:16:50.0,9.76,2019-06-29 11:16:50.0,8.52
2019-06-29 11:47:00.0,10.92,2019-06-29 11:47:00.0,13.98,2019-06-29 11:47:00.0,10.72,2019-06-29 11:47:00.0,12.14,2019-06-29 11:47:00.0,9.76,2019-06-29 11:47:00.0,8.52
2019-06-29 12:17:00.0,10.78,2019-06-29 12:17:00.0,13.94,2019-06-29 12:17:00.0,10.71,2019-06-29 12:17:00.0,12.14,2019-06-29 12:17:00.0,9.76,2019-06-29 12:17:00.0,8.51
2019-06-29 12:47:00.0,10.64,2019-06-29 12:47:00.0,13.91,2019-06-29 12:47:00.0,10.7,2019-06-29 12:47:00.0,12.15,2019-06-29 12:47:00.0,9.76,2019-06-29 12:47:00.0,8.52
2019-06-29 13:17:00.0,10.5,2019-06-29 13:17:00.0,13.86,2019-06-29 13:17:00.0,10.69,2019-06-29 13:17:00.0,12.16,2019-06-29 13:17:00.0,9.77,2019-06-29 13:17:00.0,8.51
2019-06-29 13:47:00.0,10.36,2019-06-29 13:47:00.0,13.81,2019-06-29 13:47:00.0,10.68,2019-06-29 13:47:00.0,12.15,2019-06-29 13:47:00.0,9.77,2019-06-29 13:47:00.0,8.51
2019-06-29 14:17:00.0,10.24,2019-06-29 14:17:00.0,13.76,2019-06-29 14:17:00.0,10.67,2019-06-29 14:17:00.0,12.15,2019-06-29 14:17:00.0,9.76,2019-06-29 14:17:00.0,8.51
2019-06-29 14:47:10.0,10.12,2019-06-29 14:47:10.0,13.71,2019-06-29 14:47:10.0,10.65,2019-06-29 14:47:10.0,12.15,2019-06-29 14:47:10.0,9.76,2019-06-29 14:47:10.0,8.51
2019-06-29 15:17:10.0,10,2019-06-29 15:17:10.0,13.67,2019-06-29 15:17:10.0,10.63,2019-06-29 15:17:10.0,12.15,2019-06-29 15:17:10.0,9.76,2019-06-29 15:17:10.0,8.51
2019-06-29 15:47:10.0,9.87,2019-06-29 15:47:10.0,13.62,2019-06-29 15:47:10.0,10.62,2019-06-29 15:47:10.0,12.16,2019-06-29 15:47:10.0,9.76,2019-06-29 15:47:10.0,8.51
2019-06-29 16:17:10.0,9.75,2019-06-29 16:17:10.0,13.57,2019-06-29 16:17:10.0,10.61,2019-06-29 16:17:10.0,12.15,2019-06-29 16:17:10.0,9.76,2019-06-29 16:17:10.0,8.51
2019-06-29 16:47:10.0,9.63,2019-06-29 16:47:10.0,13.54,2019-06-29 16:47:10.0,10.58,2019-06-29 16:47:10.0,12.16,2019-06-29 16:47:10.0,9.76,2019-06-29 16:47:10.0,8.51
2019-06-29 17:17:10.0,9.53,2019-06-29 17:17:10.0,13.52,2019-06-29 17:17:10.0,10.56,2019-06-29 17:17:10.0,12.16,2019-06-29 17:17:10.0,9.76,2019-06-29 17:17:10.0,8.5
2019-06-29 17:47:20.0,9.44,2019-06-29 17:47:20.0,13.5,2019-06-29 17:47:20.0,10.54,2019-06-29 17:47:20.0,12.15,2019-06-29 17:47:20.0,9.76,2019-06-29 17:47:20.0,8.5
2019-06-29 18:17:20.0,9.36,2019-06-29 18:17:20.0,13.48,2019-06-29 18:17:20.0,10.51,2019-06-29 18:17:20.0,12.15,2019-06-29 18:17:20.0,9.75,2019-06-29 18:17:20.0,8.5
2019-06-29 18:47:20.0,9.28,2019-06-29 18:47:20.0,13.46,2019-06-29 18:47:20.0,10.49,2019-06-29 18:47:20.0,12.15,2019-06-29 18:47:20.0,9.75,2019-06-29 18:47:20.0,8.5
2019-06-29 19:17:20.0,9.22,2019-06-29 19:17:20.0,13.43,2019-06-29 19:17:20.0,10.47,2019-06-29 19:17:20.0,12.14,2019-06-29 19:17:20.0,9.74,2019-06-29 19:17:20.0,8.5
2019-06-29 19:47:20.0,9.18,2019-06-29 19:47:20.0,13.4,2019-06-29 19:47:20.0,10.45,2019-06-29 19:47:20.0,12.14,2019-06-29 19:47:20.0,9.73,2019-06-29 19:47:20.0,8.5
2019-06-29 20:17:20.0,9.17,2019-06-29 20:17:20.0,13.37,2019-06-29 20:17:20.0,10.43,2019-06-29 20:17:20.0,12.12,2019-06-29 20:17:20.0,9.72,2019-06-29 20:17:20.0,8.5
2019-06-29 20:47:30.0,9.18,2019-06-29 20:47:30.0,13.34,2019-06-29 20:47:30.0,10.41,2019-06-29 20:47:30.0,12.12,2019-06-29 20:47:30.0,9.73,2019-06-29 20:47:30.0,8.5
2019-06-29 21:17:30.0,9.19,2019-06-29 21:17:30.0,13.33,2019-06-29 21:17:30.0,10.4,2019-06-29 21:17:30.0,12.11,2019-06-29 21:17:30.0,9.72,2019-06-29 21:17:30.0,8.5
2019-06-29 21:47:30.0,9.2,2019-06-29 21:47:30.0,13.32,2019-06-29 21:47:30.0,10.38,2019-06-29 21:47:30.0,12.1,2019-06-29 21:47:30.0,9.72,2019-06-29 21:47:30.0,8.49
2019-06-29 22:17:30.0,9.21,2019-06-29 22:17:30.0,13.3,2019-06-29 22:17:30.0,10.37,2019-06-29 22:17:30.0,12.1,2019-06-29 22:17:30.0,9.71,2019-06-29 22:17:30.0,8.49
2019-06-29 22:47:30.0,9.22,2019-06-29 22:47:30.0,13.29,2019-06-29 22:47:30.0,10.36,2019-06-29 22:47:30.0,12.09,2019-06-29 22:47:30.0,9.71,2019-06-29 22:47:30.0,8.49
2019-06-29 23:17:30.0,9.23,2019-06-29 23:17:30.0,13.28,2019-06-29 23:17:30.0,10.34,2019-06-29 23:17:30.0,12.08,2019-06-29 23:17:30.0,9.7,2019-06-29 23:17:30.0,8.49
2019-06-29 23:47:38.0,9.24,2019-06-29 23:47:38.0,13.29,2019-06-29 23:47:38.0,10.32,2019-06-29 23:47:38.0,12.07,2019-06-29 23:47:38.0,9.69,2019-06-29 23:47:38.0,8.48
2019-06-30 00:17:38.0,9.26,2019-06-30 00:17:38.0,13.28,2019-06-30 00:17:38.0,10.32,2019-06-30 00:17:38.0,12.06,2019-06-30 00:17:38.0,9.68,2019-06-30 00:17:38.0,8.49
2019-06-30 00:47:38.0,9.27,2019-06-30 00:47:38.0,13.26,2019-06-30 00:47:38.0,10.31,2019-06-30 00:47:38.0,12.06,2019-06-30 00:47:38.0,9.68,2019-06-30 00:47:38.0,8.48
2019-06-30 01:17:38.0,9.27,2019-06-30 01:17:38.0,13.24,2019-06-30 01:17:38.0,10.31,2019-06-30 01:17:38.0,12.05,2019-06-30 01:17:38.0,9.68,2019-06-30 01:17:38.0,8.49
2019-06-30 01:47:38.0,9.28,2019-06-30 01:47:38.0,13.27,2019-06-30 01:47:38.0,10.3,2019-06-30 01:47:38.0,12.05,2019-06-30 01:47:38.0,9.67,2019-06-30 01:47:38.0,8.48
2019-06-30 02:17:38.0,9.29,2019-06-30 02:17:38.0,13.28,2019-06-30 02:17:38.0,10.29,2019-06-30 02:17:38.0,12.05,2019-06-30 02:17:38.0,9.67,2019-06-30 02:17:38.0,8.48
2019-06-30 02:47:46.0,9.3,2019-06-30 02:47:46.0,13.25,2019-06-30 02:47:46.0,10.29,2019-06-30 02:47:46.0,12.04,2019-06-30 02:47:46.0,9.66,2019-06-30 02:47:46.0,8.48
2019-06-30 03:17:46.0,9.31,2019-06-30 03:17:46.0,13.22,2019-06-30 03:17:46.0,10.29,2019-06-30 03:17:46.0,12.04,2019-06-30 03:17:46.0,9.66,2019-06-30 03:17:46.0,8.48
2019-06-30 03:47:46.0,9.31,2019-06-30 03:47:46.0,13.27,2019-06-30 03:47:46.0,10.28,2019-06-30 03:47:46.0,12.03,2019-06-30 03:47:46.0,9.66,2019-06-30 03:47:46.0,8.48
2019-06-30 04:17:46.0,9.32,2019-06-30 04:17:46.0,13.25,2019-06-30 04:17:46.0,10.28,2019-06-30 04:17:46.0,12.04,2019-06-30 04:17:46.0,9.65,2019-06-30 04:17:46.0,8.48
2019-06-30 04:47:46.0,9.32,2019-06-30 04:47:46.0,13.24,2019-06-30 04:47:46.0,10.28,2019-06-30 04:47:46.0,12.04,2019-06-30 04:47:46.0,9.65,2019-06-30 04:47:46.0,8.48
2019-06-30 05:17:46.0,9.33,2019-06-30 05:17:46.0,13.22,2019-06-30 05:17:46.0,10.3,2019-06-30 05:17:46.0,12.04,2019-06-30 05:17:46.0,9.65,2019-06-30 05:17:46.0,8.48
2019-06-30 05:47:54.0,9.33,2019-06-30 05:47:54.0,13.24,2019-06-30 05:47:54.0,10.27,2019-06-30 05:47:54.0,12.04,2019-06-30 05:47:54.0,9.65,2019-06-30 05:47:54.0,8.47
2019-06-30 06:17:54.0,9.33,2019-06-30 06:17:54.0,13.22,2019-06-30 06:17:54.0,10.27,2019-06-30 06:17:54.0,12.04,2019-06-30 06:17:54.0,9.65,2019-06-30 06:17:54.0,8.47
2019-06-30 06:47:54.0,9.34,2019-06-30 06:47:54.0,13.21,2019-06-30 06:47:54.0,10.27,2019-06-30 06:47:54.0,12.04,2019-06-30 06:47:54.0,9.65,2019-06-30 06:47:54.0,8.47
2019-06-30 07:17:54.0,9.5,2019-06-30 07:17:54.0,13.24,2019-06-30 07:17:54.0,10.24,2019-06-30 07:17:54.0,12.06,2019-06-30 07:17:54.0,9.71,2019-06-30 07:17:54.0,8.58
2019-06-30 07:47:54.0,9.75,2019-06-30 07:47:54.0,13.25,2019-06-30 07:47:54.0,10.22,2019-06-30 07:47:54.0,12.05,2019-06-30 07:47:54.0,9.71,2019-06-30 07:47:54.0,8.57
2019-06-30 08:17:54.0,10,2019-06-30 08:17:54.0,13.25,2019-06-30 08:17:54.0,10.24,2019-06-30 08:17:54.0,12.05,2019-06-30 08:17:54.0,9.7,2019-06-30 08:17:54.0,8.56
2019-06-30 08:48:04.0,10.18,2019-06-30 08:48:04.0,13.23,2019-06-30 08:48:04.0,10.24,2019-06-30 08:48:04.0,12.05,2019-06-30 08:48:04.0,9.7,2019-06-30 08:48:04.0,8.55
2019-06-30 09:18:04.0,10.3,2019-06-30 09:18:04.0,13.24,2019-06-30 09:18:04.0,10.24,2019-06-30 09:18:04.0,12.05,2019-06-30 09:18:04.0,9.69,2019-06-30 09:18:04.0,8.55
2019-06-30 09:48:04.0,10.37,2019-06-30 09:48:04.0,13.22,2019-06-30 09:48:04.0,10.23,2019-06-30 09:48:04.0,12.06,2019-06-30 09:48:04.0,9.69,2019-06-30 09:48:04.0,8.55
2019-06-30 10:18:04.0,10.41,2019-06-30 10:18:04.0,13.22,2019-06-30 10:18:04.0,10.22,2019-06-30 10:18:04.0,12.05,2019-06-30 10:18:04.0,9.69,2019-06-30 10:18:04.0,8.54
2019-06-30 10:48:04.0,10.43,2019-06-30 10:48:04.0,13.21,2019-06-30 10:48:04.0,10.22,2019-06-30 10:48:04.0,12.05,2019-06-30 10:48:04.0,9.69,2019-06-30 10:48:04.0,8.54
2019-06-30 11:18:04.0,10.43,2019-06-30 11:18:04.0,13.22,2019-06-30 11:18:04.0,10.2,2019-06-30 11:18:04.0,12.05,2019-06-30 11:18:04.0,9.7,2019-06-30 11:18:04.0,8.54
2019-06-30 11:48:12.0,10.39,2019-06-30 11:48:12.0,13.21,2019-06-30 11:48:12.0,10.2,2019-06-30 11:48:12.0,12.05,2019-06-30 11:48:12.0,9.7,2019-06-30 11:48:12.0,8.54
2019-06-30 12:18:12.0,10.35,2019-06-30 12:18:12.0,13.2,2019-06-30 12:18:12.0,10.21,2019-06-30 12:18:12.0,12.04,2019-06-30 12:18:12.0,9.69,2019-06-30 12:18:12.0,8.53
2019-06-30 12:48:12.0,10.28,2019-06-30 12:48:12.0,13.2,2019-06-30 12:48:12.0,10.2,2019-06-30 12:48:12.0,12.04,2019-06-30 12:48:12.0,9.7,2019-06-30 12:48:12.0,8.53
2019-06-30 13:18:12.0,10.22,2019-06-30 13:18:12.0,13.2,2019-06-30 13:18:12.0,10.19,2019-06-30 13:18:12.0,12.04,2019-06-30 13:18:12.0,9.7,2019-06-30 13:18:12.0,8.54
2019-06-30 13:48:12.0,10.15,2019-06-30 13:48:12.0,13.19,2019-06-30 13:48:12.0,10.19,2019-06-30 13:48:12.0,12.04,2019-06-30 13:48:12.0,9.7,2019-06-30 13:48:12.0,8.53
2019-06-30 14:18:12.0,10.07,2019-06-30 14:18:12.0,13.19,2019-06-30 14:18:12.0,10.18,2019-06-30 14:18:12.0,12.03,2019-06-30 14:18:12.0,9.69,2019-06-30 14:18:12.0,8.52
2019-06-30 14:48:20.0,9.99,2019-06-30 14:48:20.0,13.17,2019-06-30 14:48:20.0,10.18,2019-06-30 14:48:20.0,12.02,2019-06-30 14:48:20.0,9.68,2019-06-30 14:48:20.0,8.52
2019-06-30 15:18:20.0,9.89,2019-06-30 15:18:20.0,13.17,2019-06-30 15:18:20.0,10.17,2019-06-30 15:18:20.0,12.03,2019-06-30 15:18:20.0,9.68,2019-06-30 15:18:20.0,8.52
2019-06-30 15:48:20.0,9.78,2019-06-30 15:48:20.0,13.15,2019-06-30 15:48:20.0,10.15,2019-06-30 15:48:20.0,12.02,2019-06-30 15:48:20.0,9.68,2019-06-30 15:48:20.0,8.52
2019-06-30 16:18:20.0,9.68,2019-06-30 16:18:20.0,13.13,2019-06-30 16:18:20.0,10.14,2019-06-30 16:18:20.0,12.03,2019-06-30 16:18:20.0,9.68,2019-06-30 16:18:20.0,8.51
2019-06-30 16:48:20.0,9.57,2019-06-30 16:48:20.0,13.11,2019-06-30 16:48:20.0,10.12,2019-06-30 16:48:20.0,12.04,2019-06-30 16:48:20.0,9.68,2019-06-30 16:48:20.0,8.51
2019-06-30 17:18:20.0,9.46,2019-06-30 17:18:20.0,13.1,2019-06-30 17:18:20.0,10.11,2019-06-30 17:18:20.0,12.04,2019-06-30 17:18:20.0,9.68,2019-06-30 17:18:20.0,8.5
2019-06-30 17:48:30.0,9.35,2019-06-30 17:48:30.0,13.08,2019-06-30 17:48:30.0,10.09,2019-06-30 17:48:30.0,12.04,2019-06-30 17:48:30.0,9.67,2019-06-30 17:48:30.0,8.5
2019-06-30 18:18:30.0,9.28,2019-06-30 18:18:30.0,13.07,2019-06-30 18:18:30.0,10.08,2019-06-30 18:18:30.0,12.03,2019-06-30 18:18:30.0,9.67,2019-06-30 18:18:30.0,8.5
2019-06-30 18:48:30.0,9.22,2019-06-30 18:48:30.0,13.07,2019-06-30 18:48:30.0,10.06,2019-06-30 18:48:30.0,12.04,2019-06-30 18:48:30.0,9.66,2019-06-30 18:48:30.0,8.49
2019-06-30 19:18:30.0,9.18,2019-06-30 19:18:30.0,13.06,2019-06-30 19:18:30.0,10.04,2019-06-30 19:18:30.0,12.03,2019-06-30 19:18:30.0,9.66,2019-06-30 19:18:30.0,8.5
2019-06-30 19:48:30.0,9.16,2019-06-30 19:48:30.0,13.04,2019-06-30 19:48:30.0,10.04,2019-06-30 19:48:30.0,12.02,2019-06-30 19:48:30.0,9.65,2019-06-30 19:48:30.0,8.49
2019-06-30 20:18:30.0,9.17,2019-06-30 20:18:30.0,13.04,2019-06-30 20:18:30.0,10.03,2019-06-30 20:18:30.0,12.02,2019-06-30 20:18:30.0,9.65,2019-06-30 20:18:30.0,8.49
